"Svea miss smith, jakke selges.        Den e i fargen svart og i str S, selges HBO 1500kr. Den ble kjøpt for 2 mnd siden, men blir ikke brukt.        Holder til i Hommelvik.",Hommelvik,Svea,
Lite brukt genser fra minimum. Str s. Farge: mørkeblå ,,minimum,
Biltema bits og pipesett 51 deler selges for 400 kr. Tlf 91105992,,Biltema,
Hundesele fra EZY dag. Nypris 349. 13-20kg ,,EZY,
Creative WebCam med CD/høretelefoner. USB-utgang.,,Creative,
Dongerijakke h&m.       Str 42.       Hbo 20kr😊.,,h&m,
Belte skinn Fausto Colato 90 cm italy grønt genuine leathe,,Fausto Colato,
Søt kjole fra bikbok. Lite brukt. Str small,,bikbok,
BabyPhat støvletter ubrukt str 36,,BabyPhat,
"6-7 poser med barneklær til jente, det meste i str 94. Dette er klær som så si ikke er brukt og mye av d er ikke brukt, noen av klæra har ennå merkelappen på. 500.- for alt da d bare står og tar plass og må bort. Sarpsborg",Sarpsborg,,
Blå og hvit fra Puma str M,,Puma,
Som ny Reimatec parkdress str 116,,Reimatec,
"Clutch fra glitter, lang kjetting til",,glitter,
Bluse med kul rygg fra GinaTricot       Str 38       Tilstand brukt ,,GinaTricot,
"Hei, har en onkel, som har disse felgene han vil selge! Dem er kun kjørt 15-20km. Ikke kant kjørt, uten dekk, nypris 13,000. Han tenkte å selge dem for 6.000kr :) dem er i Narvik :)",Narvik,,
"14 nøster a 50 gram selges 300 kroner. Eidsvoll. Kan selvfølgelig sendes, porto kr 140.",Eidsvoll,,
Sandaler fra H&M str 38,,H&M,
College genser fra McQ - Alexander McQueen. Str S. ,,McQ - Alexander McQueen,
"Molo sko godt brukt, str.27 selges hbo 50,-",,Molo,
Vår- og høstkåpe fra H&M. Str. 36. Pent brukt. ,,H&M,
Fjellreven xl/l pent brukt,,Fjellreven,
"Cheap Monday jeans. 29"" vidde og 32"" lengde. Kun brukt 1g.",,Cheap Monday,
Bæremeis selges 350.-kr eller høystbydende.    Hentes på Skarnes ...,Skarnes,,
"4 innedører av typen Swedoor        Størrelser:       1 stk 62,5x194       2 stk 72,5x204 (1 med overmalt opphengsmerker)       1 stk 82,5x204        Pris:       200,- per stk eller 600,- for all fire",,Swedoor,
"Ubrukte ullvotter fra Lille Lam str 68 Nypris 249,-",,Lille Lam,
"Skinnjakke fra Zara, str S. Aldri brukt, meget pen stand.",,Zara,
"2 XU tights str S       Hbo 300,-       Raufoss",Raufoss,2 XU,
Versace for H&M str 40,,Versace for H&M,
Sidi sykkelsko. Str 46. Ubrukte. Oslo sentrum,Oslo sentrum,Sidi,
Genser fra Maison scotch. Str 3(tilsvarer M/L) Lite brukt ,,Maison scotch,
Festina herreur med brun skinnreim. Meget god stand.,,Festina,
Adidas joggesko str. 33 brukt 1 gang. Selges for 350kr,,Adidas,
Prada veske.,,Prada,
"Jimmy Choo for HM, str 38. Lite brukt.",,Jimmy Choo for HM,
Obh nordica smoothie maskin selges. Følger med to flasker med kork. Hbo 100kr,,Obh nordica,
"Chloé Marcie small. Pent brukt. Kommer med dustbag, bevis.",,Chloé Marcie,
"Acne , aldri brukt. Str 38",,Acne,
Land yachtz longboard lite brukt,,Land yachtz,
Louis Vuitton Iphone 5 fuderal i canvas (monogram graffit),,Louis Vuitton,
Ganni topp. Aldri brukt. XS,,Ganni,
"Kul, kort, sjokoladebrun fuskepels. InWear, str 40.",,InWear,
"Floyd topp str 10(ca M). En arm, og bar skulder på andre. ",,Floyd,
"Uggs sko. str 39, men passer str 38. Saueskinn i sålen. Fremstår som helt nye. ",,Uggs,
"Kjole fra creami i str 128,brukt 1 gang. Kr 250",,creami,
Victoria's secret sportsbh str M! Aldri brukt!,,Victoria's secret,
2 + 3 seter soffagruppe selges. Dette er en stoffsoffa i fargen mørkegrå med brune nyanser. Selges samlet for kr 500.        NB! Denne annonsen ligger ute på flere sider. Hentes på Støren,Støren,,
4 askjetter og 5 kopper med skåler selges 100kr.       HORTEN.,HORTEN,,
JESSICA SIMPSON kjole. Str.S Helt ny! ,,JESSICA SIMPSON,
EKORNES 3 seter skinnsofa m/sjeselong og nakkestøtte. 3 år,,EKORNES,
Fransa dress str s mangler knapp forran,,Fransa,
"GAVEIDE ! Noe ikke alle har:)       1 hjerte kr 250.-.pr stk.       3 hjerter, navn kr 300.-       Har også flere mønster, bare å spør :)       Hell, Stjørdal","Hell, Stjørdal",,
"Fin kjole fra SiriS Design. Str m. Kr 400,-",,SiriS Design,
"5 firkantbunter med tørr høyensilage til salgs, ca 400kg per stykk : )        Kjøpte de for litt over 900kr per stykk, kom med bud!        Må hentes selv i furnes",furnes,,
"Timberlandsko, Gore-tex, str 32, selges hbo 100,-. Skoene er lite brukt.",,Timberlandsko,
"Åsnes Nansen ski 190 cm.       Garmont skinnsko str 43.       Rottefella 75 mm binding.       Pent brukt og god ski til fjell og påsketur 🎿       Selges 1200,-       Tlf. 91632742",,,
Brudekjole. Str 34-36. Kristiansand ,Kristiansand,,
Helt nytt Loom band kit med 5800 deler i treetasjersoppbevaringsboks selges 300kr         Inneholder:       5800 bånd       100 s-clip kroker        1 krok        Og bruksanvisning        Ligger ute på flere sider.,,Loom,
"Jeg selger denne rettetangen lite brukt, ligger og tar plass! Merket er HerStyler Den kan altså rette ut og lage bølger i håret. Den kostet 2000kr da jeg kjøpte den selger for 1400kr - oslo",oslo,HerStyler,
"Sort kjole fra Express. Str US6, norsk 38.",,Express,
"BikBok kjole, str M.",,BikBok,
Marc jacobs armbånd. ,,Marc jacobs,
"Bombay salongbord        selges snarest       KR 350,-       Må hentes på Sunndalsøra",Sunndalsøra,Bombay,
"Slim bertoni small, Bordeaux farge før pris 699",,bertoni,
"Penkjole fra BikBok, str xs",,BikBok,
Søt kjole fra Risøe       Str: M        Tilstand: Brukt ,,Risøe,
Reflex todelt regntøy str 92 (romslig i str) ,,Reflex,
"Langermet  t-shirt fra Ticket2heaven str. 146 selges for hbo 50,- Ikke brukt. Braskereidfoss /Elverum  på dagtid.",Braskereidfoss /Elverum,Ticket2heaven,
Superfin jakke fra SisterS point i str S. Aldri brukt.,,SisterS point,
Vakker kjole fra spanske Mayoral str 92cm. Brukt en gang ,,Mayoral,
God og varm Marmot kåpe til jente ca 10-12 år.,,Marmot,
Abercrombie & Fitch shorts. Størrelse XS.,,Abercrombie & Fitch,
Nye Puma joggesko/løpesko i strl. 38! God kvalitet!,,Puma,
"Chanel replica selges! Som ny, Hbo 150kr         -Lierskogen",Lierskogen,Chanel,
"2 stk putetrekk 45×45cm, Black Design. Ikke brukt. Selges for hbo 100kr.",,Black Design,
Parajumper (xs) selges eller byttes med en som har i grønn,,Parajumper,
Topp fra Monki. Str.M. Aldri brukt ,,Monki,
Bergans lady jacket str M selges 2000,,Bergans,
"Penkjole str.158/164! Kan sendes! (Kapp, Østre Toten)","Kapp, Østre Toten",,
Stort poker brett som kan legges sammen. Noe slitt men gjør nytta ;-) hbo 250. Budrunde slutter torsdag kl 12. Må hentes på narverød,narverød,,
Selger parafin primus fra 1950 med orginal eske selges hbo 300 kr er i Rossfjordstraumen avsluttes i kveld kl 21,Rossfjordstraumen,,
LEGO frind cafe ,,LEGO,
"Selger disse gardinene fra kid for 500kr. 6 lengder på 220 cm,og 3 på 160 cm.",,kid,
3 Polo RL piqueer str 3 år,,Polo RL,
Clutch fra 3.1 Phillip Lim. ,,Phillip Lim,
Isabell Marant sneakers i gull str 37. Brukt en gang,,Isabell Marant,
Creative høyttaler ,,Creative,
"Velour pysj fra Petit Bateau str 6 mnd, fremstår som ny",,Petit Bateau,
Nye sorte skinn skoletter Stockholm D G str 43,,Stockholm D G,
"CarVise skiboks, hbo 1600.-        Halden",Halden,CarVise,
lite brukt...Gutt 92-110. HB 300kr       Hemnes eller Lorenskog,Hemnes,,
"IKEA bord L90,B55, pent brukt, selges kr 75.- Må hentes. ",,IKEA,
Magetopp med høy hals fra Bikbok. Lite brukt,,Bikbok,
Genser fra COS ull/bomull. Str xs. Utsvinget modell.,,COS,
Jakke fra min pi i str 8-10 år.,,min pi,
"100kr samlet, hentes i Askim",Askim,,
Jakke fra Molo i str 10 år. Ny,,Molo,
Sandaler fra Bianco. Str 39,,Bianco,
Sandaler fra Aldo. Str 37(passer en 36 også) ,,Aldo,
"Lang tights fra Pompdelux str. 146-152 farge Iceblue selges for 50,-  Ikke brukt. Braskereidfoss / Elverum på dagtid.",Braskereidfoss / Elverum,Pompdelux,
Helt nye skinn uggs sandaler str 40,,uggs,
Snøresko fra ZARA str 39. Aldri brukt ,,ZARA,
DC str 41 kr70,,DC,
Slim Bertoni skjorte i str 40 før pris 999,,Bertoni,
"2 stk - selges samlet hbo 2000,- må hentes i Vangsvik.",Vangsvik,,
"Samsøe Samsøe skinnjakke til menn!STRL: L nypris: 3999,-",,Samsøe Samsøe,
Støvler str 35 selges. Merke: Viking.,,Viking,
FWSS skjerf førpris 999,,FWSS,
"3 Ikeaposer med bøker. MASSE godbiter! Selges HBO. 500,-. Kan bringes til Elverum påskeuka!",Elverum,,
Reborn baby dukke Morten ,,Reborn,
Ubrukte kremfarge m/gull tippe sko fra NLY str 39. ,,NLY,
"High waisted jeans, butikk: Wow, size M,",,Wow,
"Abs pumpe til é36 selges 500 ,- ligger i Tønsberg",Tønsberg,,
HarleyDavidson halvhjelm strS,,HarleyDavidson,
NIXON herreklokke vurderes solgt ved bud over 1500 kr. Svært lite brukt. Nypris da vi kjøpte denne var 3500 kr,,NIXON,
9 år gammel dreamzone seng 150x200 gis bort/selges hbo 0 kr. Må hentes av kjøper. Overmadrass følger ikke med.,,dreamzone,
Wildfox t-skjorte str S,,Wildfox,
Eksklusiv Mary-Kate og A Olsen for Bikbok genser i Str. S,,Bikbok,
Fjellreven L ,,Fjellreven,
"Bluse fra Only        Str: 38       Brukt 1 gang, god som ny ",,Only,
"Adidias, str 21. Hbo kr 30",,Adidias,
Nesten ubrukt gull paljettkjole fra NLY str M. V-neck,,NLY,
"Donald Duck Nr. 5 1969, selges for 35 kr + porto.       Sendes med posten fra Hunndalen.",Hunndalen,,
Kjole fra Avoca Anthology str 2. Brukt 1 gang ordpris 1000,,Avoca Anthology,
Klokke fra Cmyk selges. Lite brukt ,,Cmyk,
Selgast høgstbydande over 100 kr. Volda.,Volda,,
Vårjakke fra Forever 21. Pent brukt. Str. S,,Forever 21,
"Converse sekk, perfekt til skolesekk. Lite brukt. ",,Converse,
MBMJ mobil lommebok. Plass til kort.mobil.mynt osv! Sendes,,MBMJ,
Hollister - Ubrukt - xl(liten i strl),,Hollister,
5-armet taklampe selges til HBO 200kr       Må hentes på Lageshallen,Lageshallen,,
"Selger ny "" kopi "" Michael Kross veske . Med lommebok . 500 kr . Mørk blå farge .",,Michael Kross,
"Skinnjakke Zara m/ nagler, str M, 100% skinn, pent brukt",,Zara,
"Kortbukse str.40! (Holder til på Kapp, Østre Toten)","Kapp, Østre Toten",,
Tandberg høyttaler 113/106 kun 1. Virker. Retro stereo,,Tandberg,
Hvit kjole fra Qed London // strl MEDIUM ,,Qed London,
Merke: bikbok        Størrelse: XS       Farge: lyseblå       Aldri brukt ,,bikbok,
Ny ubrukt Barbour herre jakke selges. Strl. 170-180 Medium,,Barbour,
"Abercrombie & Fitch hettegenser str M, pent brukt",,Abercrombie & Fitch,
Kjole fra menini i str 116,,menini,
New arrival Coach handbag..       Whatsapp : 016-2513556,,Coach,
"Tv benk og stuebord fra IKEA selges hbo 1400,- Kan selges separat.",,IKEA,
Ny ubrukt Osprey tursekk 22 liter til salgs.,,Osprey,
BeSafe gravidbelte ,,BeSafe,
Ed hardy - XL,,Ed hardy,
"Nydelig kjole fra Karen Millen str 38, brukt 2 ganger",,Karen Millen,
"Drygolin kvitmaling,10 liter hbo 450 kr",,Drygolin,
Svart dress til gutt 14/16 år        Batistini 60% ull selges        400 kr,,Batistini,
Babygym/babymatte fra franske Doudou,,Doudou,
Brukt kjole fra HM i str. 36. 80 kr,,HM,
"Pene Momo felger 7x17"" 5/112 Passer WV, Audi og Ford",,Momo,
Blå og hvit topp fra Abercrombie str xs,,Abercrombie,
"Downlights 6 stk. selges hbo kr. 0,-.       Demontert fra garasje, stått utvendig.        Smeby, Hamar.","Smeby, Hamar",,
Ray Ban solbriller. Nye!,,Ray Ban,
"Nesten ny Peak jakke til salgs. Brukt en gang men forliten. Så god som ny. Fikk i gave men er litt for små. Kjøpt i Oslo. Beklager dårlig bilder på grunn av tlf. Den ene er tynn vind stopper jakke som er vann tett. Den andre er varm jakke hvor du kan ta ut innen jakka å bruke hver for seg. Så da har du egentlig tre jakker. Med inner jakka har du vår, høst og vinter jakke. Ny pris på den tynne er 3000kr ny pris på den tykke er 4500kr(inner jakka er Orange med egen lommer å glidelås å begge kan brukes hver for seg. Selges høystbydende. Tur jakker, treningsjakke og fjell/vinterjakke. Selges halv pris eller høystbydende. Ta kontakt på sms eller ring 40557126",,Peak,
Dr Martens støvletter - uforede. Air-cushion såler.,,Dr Martens,
"Bukse, grouple fra Bik bok, str M/31. Brukt to ganger. ",,Bik bok,
Ubrukt Steve Madden #veske,,Steve Madden,
Stor skinnveske med avtagbar rem fra Gucci,,Gucci,
Bunad fra Maxemilia selges Mp 1500.-       Komplett med skjorte kappe veske og sjal.       Kappen ble kjøpt i str 16år for å få litt lengde på denne. Passer fra 13 til 16år. Kan prøves.,,Maxemilia,
Jean Paul hvit seil/vindjakke str L pent brukt ,,Jean Paul,
"Fra bikbok, str Xs. Ubrukt",,bikbok,
"Dunparkas fra Vero Moda selges hbo 250,- Str xs. Lite brukt, Silsand",Silsand,Vero Moda,
Culture Haremsbukse med små paljetter str L. Aldri brukt. ,,Culture,
Svart enkel kjole fra Acne. Str xs(stor i str),,Acne,
"Retro Napapijri ski jacket. Size M. Limited use, no damage",,Napapijri,
"Gucci støvletter str. 38. Som nye. Ny pris kr. 16 000,-",,Gucci,
"Bunadbluser fra Name it str. 134 og 116 selges for 75,- pr. stk. De er helt like. Braskereidfoss /Elverum  på dagtid.",Braskereidfoss /Elverum,Name it,
2 nydelige sommerkjoler fra Ralph Lauren str 3 år,,Ralph Lauren,
Skjorte fra zara. Guttestørrelse: 13-14 år. ,,zara,
Gant skulderveske i skinn,,Gant,
Ganni kjole. Ubrukt str S,,Ganni,
"16 stk strøkne HD DVD-filmer selges HBO 0,-        Silsand",Silsand,,
2 stk klesstativ selges for 100 kr samlet. Hentes Bryggen,Bryggen,,
Tiger skinn skulderveske,,Tiger,
"Sprinkelseng selges hbo. 200,-. Madrass kan følge med. Sykkylven",Sykkylven,,
"Mint, semskede småsko fra Topshop. Ubrukt. Str 36🌷",,Topshop,
"Canal digital cam ikke brukt selges 450,- Mob 46638006",,Canal digital,
"Jakke fra Filippa K, i Str S/M. Nypris var 3000,- ",,Filippa K,
Adidas jakke lett brukt str M,,Adidas,
"Oregon komplett værstasjon selges kun kr 500,- i eske. ",,Oregon,
Ballerinakjole selges kr 50. Str 7-8 år. Tomrefjord.,Tomrefjord,,
By Marlene Birger silke skjorte. Offwhite. Str 40. Ny ,,Marlene Birger,
Ubrukt kjole med stener fra Twin Set str.36,,Twin Set,
"Trommesett selges. 2000,- Eventuelt bud.       Ett par trommestikker følger med samt skrupinne til å stramme skinnet med.       Hentes på musikken. (Gamle Valstrand)",Gamle Valstrand,,
"Nike joggesko, str. 38,5. Brukt kun 1 gang inne, som ny. ",,Nike,
"Lekegrind fra Babydan selges, uten teppe i. Ny pris1900,-. Min pris 700,-",,Babydan,
Ubrukte Bianco sko. Sorte str 39. Kjøpt for 499kr.,,Bianco,
"Batustini skjorte og dressbukse str.xs selges kr.150,-",,Batustini,
MANGO SUIT COLLECTION DRESS. Str. M. Fløyel m. paljetter.,,MANGO,
Italienske sko fra Nove i str. 39.       Aldri brukt,,Nove,
Nike str 39. Brukt noen få timer. Veldig gode å gå i.,,Nike,
200 kr stk har 7 stk igjen må hentes i Fredrikstad ring for mer info 91745595,Fredrikstad,,
Behringer kold sag ca 400 kilo ,,Behringer,
Hermes dobbel kelly i lizard skinn og gull hard Wear ,,Hermes,
Ny! Trench fra Twist&Tango str.36,,Twist&Tango,
(Veldig lite brukt ) en Mamma genser str medium og en Mamma bukse str 36 selges for 150 Tønsberg,Tønsberg,,
"120x200. Nesten ikke brukt, kun vært gjeste seng! Ca 3 år. Pris 800,- holder til på Sellebakk.",Sellebakk,,
Ubrukte Ganni sko. Str 38,,Ganni,
Blazer selges . Den er brukt 2 ganger. Hillfiger str : 40 ,,Hillfiger,
"Lacoste strikket genser M str 5, 350 kr koksgrå",,Lacoste,
Matinique. Str. S. Bomberjakke. Ubrukt. Oslo,,Matinique,
"Bluse str M, JeaneBlush",,JeaneBlush,
"Gina tricot, L. ",,Gina tricot,
Sko fra Nelly i størrelse 39. Aldri brukt,,Nelly,
NY! IMITZ topp str 42.,,IMITZ,
HM skjorte str34,,HM,
Søgne       Mc hjelm  54 xs kun kr 150,Søgne,,
"kjole m/rysjer foran, aldri brukt-lappen på, str.L, Vila.",,Vila,
Adidas sykkelsko med cleats. Str 42 (små i str) selges 400kr brukt 2 ganger!  Rygge,Rygge,Adidas,
"Rustrød slim bertoni skjorte før pris 699,- small",,bertoni,
Minimum Skjorte slim small før pris 699,,Minimum,
Skjorte fra H&M str 38,,H&M,
"Calvin Klein kåpe. Ubrukt, str M. Før 4500kr. Grå/sort",,Calvin Klein ,
"Gammelt bord selges, hbo. 0 kr.       Står på vasshaug, senja.","vasshaug, senja",,
"Kenzo genser i bomull,str l,brukt",,Kenzo,
Marc jacobs lommebok ,,Marc jacobs,
Tøffe skoletter i skinn fra Zara. Brukt 2 ganger. Str 39,,Zara,
"4 stk Krognes stoler selges. Årstall ukjent, pent holdt. To store og to små. Store 250,- pr stk. Små 150,- pr stk.",,Krognes,
"Kurvhyllesett selges samlet hbo 500 kr.(Kjøpt på A- møbler, Alnabru)        Målene er:       H:181 cm og 154 cm       B: 57 cm       D: 38        Befinner seg på Skotterud!",Skotterud,,
Bukse fra Forever21 // strl 38 - UBRUKT ,,Forever21,
Kjole fra Bikbok med åpen rygg str s ,,Bikbok,
"2Me trille ! Kjekk trille,som er lett å slå sammen. Ubrukt",,2Me,
"Marc by marc jacobs cover iPhone 4, brukt",,Marc,
Ganni kåpe. Str xs ,,Ganni,
"NY Brandsdal hettegenser str.S! (Nypris: 399,-) (Kapp)",Kapp,Brandsdal,
Original converse veske. Opprinnelig pris 500,,converse,
Skistøvler i str. 28 og merket rottefella. Brukt 1 gang.,,rottefella,
"Noen som vil ha denne? Tupperware. Koster kr 449,- i magasinet, men jeg har 1 stk som jeg selger for kr 300,-. Selvfølgelig helt ny i plast.",,Tupperware,
"Blazer i polyester fra Mexx,ny! Srt.M/50",,Mexx,
"FLotte caprice sko str 36. ny pris 699,- selges for mp 200 kr. lite og pent brukt.",,caprice,
"Minimum grå oxford skjorte i small, fantastisk passform",,Minimum,
"2 langermet t-shirt fra Noa Noa str. 11-12 år selges samlet for 150,- Ikke brukt. Braskereidfoss /Elverum  på dagtid.",Braskereidfoss /Elverum,Noa Noa,
DC Vindjakke str S. Nesten ikke brukt. kr 200.,,DC,
Michael Kors skinnbukse. Skinn stretch i str. 2 (26),,Michael Kors,
"2 tapet ruller selges da vi ikke får levert de inn igjen pga det var bestillingsvare. Koster nye 620kr pr rull, selges for MP 700 for begge. Får ca.3 lengder i hver rull. Hentes Brusand, men kan være behjelpelig med levering:)",Brusand,,
Gull solbriller - brukt noe ganger - uv400- majourstuen,majourstuen,,
Hollister body mist. Lite brukt,,Hollister,
Ubrukt Steve Madden #veske. ,,Steve Madden,
Skygge/highlight palette fra make up mekka. ,,make up mekka,
"ChillNorway, lysegrå tunika/kjole med broderier str.M",,ChillNorway,
"Madrass 200x90 cm og 13 cm tykk selges kr.200,-.       Trekket kan lett taes av og vaskes.(Gjøvik)",Gjøvik,,
"""Komplett"" biler/cars/lynet rom til gutten ? 😃 stor lekekasse, gardiner, ei rød kasse med hjul, ett bilde , plakat, klokke, en veggdekor og ei stellemappe 😃 1000kr eller HB 👍 Tinga er på Vik i Tomrefjord i Vestnes 👍",Tomrefjord,,
Ubrukt Rönisch shape tights str. S. Førpris kr 749,,Rönisch,
"Timberland Gore-Tex str 27, lite brukt. Kr 180.",,Timberland,
DVF clutch metallisk snake. Nypris 5000,,DVF,
Burberry str 36/S svart. Svært lite brukt. Ekte.,,Burberry,
Sko fra Dorothy Perkins. Str.40. Svært lite brukt! ,,Dorothy Perkins,
"Juletallerkner, Rørstrand, 1978, 1975",,Rørstrand,
"Puma str 38,5. Brukt noen få timer. Gode å gå i!",,Puma,
Dainese Gore tex mc dress str 56 kvalitetsdress pent brukt,,Dainese,
Helt nye Aldo pumps i beige til salgs. Str 38! ,,Aldo,
Boller fra Black designe ,,Black designe ,
DBS jentesykkel selges hbo 500. Bærer følger med. 4-6 år str.,,DBS,
"8 krus med fat ,kaffekanne ,4 dype skåler ,salt  pepper sett.  Selges 1200kr . Ikke brukt. Hentes Hommersåk",Hommersåk,,
Topp fra Virginie castaway. Brukt en gang. Str 2 (M) ,,Virginie castaway,
3 Essie negllakk.Ny!,,Essie,
Shorts fra Zara. Aldri brukt. Str. L,,Zara,
500 kr. Ørje,Ørje,,
Selger en singer symaskin fra 1912 model med diverse utstyr og spoler til. Har også nøkkel til lokket.       Den virker. Minste pris 600kr Kom med seriøse bud.       Står i Arendal.       Bud runden går til 2.6 klokka 21.00.,Arendal,,
Vårjakke fra Puma. Str. S. ,,Puma,
Christian louboutin iPad cover ,,Christian louboutin,
Neongule tøjsko fra H&M str 39 ubrukte,,H&M,
Reborn baby dukke Andreas ,,Reborn,
Sweatpants fra Isabel marant Etoile. Lite brukt. FR 38.,,Isabel marant Etoile,
"6.glass og et speil selges samlet Hbo 50,- Står I Vangsvik.",Vangsvik,,
Lommebok/clutch by Dixie. NY,,Dixie,
Høyttaler fra Bose for iPhone 4. God lyd ,,Bose,
"Fra Primark, str 36",,Primark,
Jura melkekjøler aldri brukt.,,Jura,
3 stk  laken fra IKEA.  Ikke brukt. Kr 150 for 3. Str 90 *200,,IKEA,
"Anskit krem dag, natt og eye.  Fra 40 år. Kjøpt ve feil.  Ubrukt. 200 kr for alle. HØNEFOSS", HØNEFOSS,,
Paljett blazer fra Zara. Mørk grå,,Zara,
"2 stk ubrukte putetrekk i tykt kanvasstoff, hbo 30 kr (Bjorelvnes / Finnsnes)",Bjorelvnes,,
Derma Seta Full Body Spa Kit. Nesten ikke brukt.,,Derma Seta,
Perlesmykke (aldri brukt) hentes i oslo/akershus område,oslo/akershus,,
Topp fra H&M str small,,H&M,
Balenciaga clutch natur brun ! 30cm x 18 cm brukt ,,Balenciaga,
Fire Ikea-stoler selges samlet. Noe slitasje. ,,Ikea,
"Wilfa fotbad selges hbo 100,-.",,Wilfa,
SAINTS&MORTALS t-skjorte med åpen rygg. Str. M. ,,SAINTS&MORTALS,
800 kr. Ørje,Ørje,,
"(Fra mobil) påsketur på fjellet? Selger ett nesten ikke brukt! Elan snowboard med binding, hjelm og sko (str 40) til hbo 500,- hentes i Furnes",Furnes,Elan,
Ubrukte sko fra Skopunkten       Str: 41       Merke: VOX shoes        ,,VOX shoes,
Sko fra Glaze i str. 40/41. Kjøpt i New York. Aldri brukt,,Glaze,
Hunter støvler str40 -41 brukt 2 ganger. 600kr. ,,Hunter,
"Bikini fra river island, ikke brukt. Str: 36/38",,river island,
Str xs. Pent brukt. Må hentes i Bergen sentrum,Bergen,,
Planslipper. HBO 50Kr. Haugesund. Bud frist i morgen klokka 18:00.,Haugesund,,
"Denim jakke fra Burberry Brit. Str UK 8, s. ",,Burberry Brit,
Mørk blå Abercrombie str M rift på ryggen som er sydd ,,Abercrombie,
Mørk grå cardigan med hette fra Lindex str medium,,Lindex,
Gummistøvler fra viking i str 39 selges hbo 100kr. Avsluttes klokka 8 ikveld :-)       Støvlene er brukt to ganger er er som nye. må selge de kunn fordi jeg skadet ankelen og derfor får ikke foten neddi lenger.,,viking,
"Skoletter fra Zara str 37, ikke brukt ",,Zara,
"Bright Starts uro, brukt én gang, snurrer rundt og musikk ",,Bright Starts,
"Celine tote oliven farge som ny, skinn ",,Celine tote,
Fra IKEA. Har 8 stk,,IKEA,
"Anne Klein dameur selges for 1500,- Nypris 3795,- Ubrukt. Keramisk og rustfritt stål i lenken, ekte perlemor i skiven, omkranset av 18 diamanter.",,Anne Klein,
Reflex regntøy 2delt str 98 ( romslig i str) ,,Reflex,
Alexander Wang 37. Brukt 1 gang. Med dustbag. ,,Alexander Wang,
Asics.str42.brukt1gang.for små.kr800.kansendes imot bet. ,,Asics,
"EKTORP 3-seters Sofa. Pent brukt, siden des.2013.       (Ny pris 3995,-) selges for 1500,-",,EKTORP,
"IRO jeans, ubrukt med merkelapper. Størrelse 26.",,IRO,
Pent brukt lue i ull fra Lille Lam str 48/50,,Lille Lam,
Topman - Ubrukt - xl,,Topman,
Diadora sykkelsko str 37,,Diadora,
"Tiger of Sweden, sz S, girl",,Tiger of Sweden,
"Armada Bolt jakke str. XL selges. Ubrukt, merkelapp sitter fortsatt på. Selges grunnet feil str. Hbo 900 kr.",,Armada Bolt,
"""Nye"" vans sko selges hbo 150,- (ny pris 699). str 32. Ble dessverre litt små, vært på beina Max en time.",,vans,
Pen Napapijri genser (tykk) str XS beige,,Napapijri,
Hollister. strl XL(liten i strl) UBRUKT!,,Hollister,
16 fot tune jolle med henger selges kr 6500 henger er registrert. Vinsj følger ikke med . Båten står i tomter Østfold,tomter Østfold,,
"Reborn baby kjole sett størrelse 50, truse, hårbånd, kjole",,Reborn,
"Didl-sekk til barn! Kan sendes! (Kapp, Østre Toten)","Kapp, Østre Toten",,
Lys gul fra Bik Bok str M,,Bik Bok,
"Siemens 40"" flat tv",,Siemens,
"2 flis sett fra stormberg i str 2 år eine boksa e 1 år men stor på str. Selges t hbo 50-,",,stormberg,
Helt ubrukt genser fra hm. Opprinnelig pris 200. Str S,,hm,
Vintage silkeskjorte fra Accanto str L ,,Accanto,
Genser 12 mnd  og t-skjorte fra Polo Ralph Lauren 18 mnd,,Polo Ralph Lauren,
Grå bukser fra Wetseal str M,,Wetseal,
Ny picque i bomull str L Marc by Marc Jacobs,,Marc by Marc Jacobs,
Pumps fra Jeffrey Campbell. Str 38. ,,Jeffrey Campbell,
"Orange, klassiske og originale birkenstock ubrukt Str.38 ",,Orange,
Salongbord i glass fra jysk,,jysk,
"Helt nye louboutin sko i str.36 selges for 5000,- ",,louboutin,
Ubrukt topp i bomull fra Gant str36,,Gant,
"Acne bukse, ubrukt str. 26 (ca. 36)",,Acne,
Capri denim pants str M/L 38-40 kr450 inkl frakt,,Capri,
Bik Bok str Medium,,Bik Bok,
"1 navigare Elias onepiece og 1 fra HM, str 4 år. Hbo 10kr per stk. Hentes(ikke sendes) på Løten",Løten,HM,
Chloe drew bag. Fremstår som ny. Sort med gull.,,Chloe drew,
"#snapsale Fin Head 17"" sykkel selges kr 400. Hentes i Rælingen #rælingen #selges #brukt",,Head,
Lite brukt Jeffrey Campbell str 37. God stand,,Jeffrey Campbell,
5 bokser hundesnacks + 1 pakke tyggeruller mp 40 kr . kan leveres i flekkefjord,flekkefjord,,
"6 kopper med fat , et kakefat,1snopeskål ,en vase        600kr hentes Hommersåk",Hommersåk,,
Asics piggsko. Pigger for innebane. Str 37.nesten ubrukt.,,Asics,
"4 stk stoler selges hbo 200kr, en av stolene har en skade(se bilde). Trenger et strøk maling, befinner seg i harstad.       Budrunden går til i mandag 23.03 klokka 21:00. Kan være behjelpelig med frakt",harstad,,
samsung tv 45 Led har med garanti selges pga flytting bud 2000 til imorgen kl 9.00,,samsung,
"Ekte skinnjakke fra bik bok str M. Brun Suede, som ny",,bik bok,
